feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
input_turbulence_score,0.0173710904251241,0.5,0.010305985512854178,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/48,train_score
router_multivar_missing_or_constant_channel_ratio,0.01733189784651057,0.5357142857142857,0.010342517276091827,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/48,train_score
router_freq_spectral_entropy,0.017284120379090624,0.48214285714285715,0.010393694086232407,0.6785714285714286,leave_cell,Informer-fullgrid:ETTh2/48,train_score
n_heads,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
d_model,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
train_epochs,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
d_ff,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
scope_config_count,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
patch_to_seq_ratio,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
pred_to_seq_ratio,0.017237670585007105,0.44642857142857145,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/48,train_score
d_layers,0.020346833711467553,0.5,0.007682805397475611,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_multivar_correlation_condition_number,0.01848860502250019,0.5357142857142857,0.009743203317878122,0.7678571428571429,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_daily_cycle_energy_ratio,0.018293990583041955,0.5,0.009939977192326564,0.75,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_timefreq_dominant_frequency_drift,0.0182131726094425,0.5,0.010021219125948142,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_spectral_entropy,0.0182131726094425,0.5,0.010021219125948142,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_dominant_frequency_energy_ratio,0.0182131726094425,0.5,0.010021219125948142,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
seq_len,0.01810825260659969,0.5357142857142857,0.010123555733778624,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_jump_intensity,0.01810825260659969,0.5357142857142857,0.010123555733778624,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_seasonal_peak_strength,0.01810106056360988,0.5178571428571429,0.010133010001009383,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_harmonic_energy_ratio,0.018069680268132413,0.5,0.010167197102230094,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_turbulence_score,0.017927667695191718,0.5178571428571429,0.010305985512854178,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_multivar_missing_or_constant_channel_ratio,0.017888475116578186,0.5535714285714286,0.010342517276091827,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_spectral_entropy,0.017840697649158237,0.5,0.010393694086232407,0.6785714285714286,leave_cell,Informer-fullgrid:ETTh2/168,train_score
n_heads,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_model,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
train_epochs,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_ff,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
scope_config_count,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
patch_to_seq_ratio,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
pred_to_seq_ratio,0.017794247855074722,0.4642857142857143,0.010445212910300114,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_layers,0.019175714932751862,0.48214285714285715,0.007886356161715288,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_multivar_correlation_condition_number,0.01848860502250019,0.5357142857142857,0.00872020537864924,0.7857142857142857,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_daily_cycle_energy_ratio,0.018293990583041955,0.5,0.008916979253097684,0.7678571428571429,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_timefreq_dominant_frequency_drift,0.0182131726094425,0.5,0.00899822118671926,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_dominant_frequency_energy_ratio,0.0182131726094425,0.5,0.00899822118671926,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
seq_len,0.01810825260659969,0.5357142857142857,0.009100557794549742,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_jump_intensity,0.01810825260659969,0.5357142857142857,0.009100557794549742,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_freq_seasonal_peak_strength,0.01810106056360988,0.5178571428571429,0.009110012061780502,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_freq_harmonic_energy_ratio,0.018069680268132413,0.5,0.009144199163001214,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_spectral_entropy,0.01795544278990795,0.5,0.009255951006253814,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_turbulence_score,0.017927667695191718,0.5178571428571429,0.009282987573625294,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_multivar_missing_or_constant_channel_ratio,0.017888475116578186,0.5535714285714286,0.009319519336862949,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_freq_spectral_entropy,0.017840697649158237,0.5,0.009370696147003523,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/336,train_score
n_heads,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
d_model,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
train_epochs,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
d_ff,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
scope_config_count,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
patch_to_seq_ratio,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
pred_to_seq_ratio,0.017794247855074722,0.4642857142857143,0.009422214971071234,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
d_layers,0.018558265105311052,0.48214285714285715,0.007886356161715288,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/720,train_score
router_multivar_correlation_condition_number,0.01848860502250019,0.5357142857142857,0.0080037937442825,0.7857142857142857,leave_cell,Informer-fullgrid:ETTh2/720,train_score
input_daily_cycle_energy_ratio,0.018293990583041955,0.5,0.008200567618730942,0.7678571428571429,leave_cell,Informer-fullgrid:ETTh2/720,train_score
router_timefreq_dominant_frequency_drift,0.0182131726094425,0.5,0.00828180955235252,0.75,leave_cell,Informer-fullgrid:ETTh2/720,train_score
